From Date,PM2.5,PM10,NO2,SO2,CO,RH,WS,WD,SR,AT
3/1/2018 0:00,287.71,488.92,86.46,20.49,1.82,67.28,0.32,248.7,167.41,12.41
7/1/2018 0:00,242.08,466.5,104.15,21.57,2.72,56.3,0.57,261.95,174.67,13.66
15-01-2018 00:00,240.96,515.83,101.49,20.95,1.84,50.45,0.71,264.26,169.86,15.98
17-01-2018 00:00,294.38,402.21,72.23,17.61,1.2,64.78,1.19,88.52,166.5,14.02
23-01-2018 00:00,196.4,322.72,86.8,24.86,2.09,61.87,1.82,114.02,149.21,14.05
24-01-2018 00:00,162.97,239.81,72.06,25.29,2.08,66.09,0.71,240.56,198.31,13.42
26-01-2018 00:00,191.67,287.04,80.82,16.85,2.61,71.39,0.78,240.74,186.28,12.76
24-02-2018 00:00,183.33,415.08,97.83,15.1,2.4,53.03,1.46,85.59,191.36,24.13
21-03-2018 00:00,166.25,358.25,86.77,30.26,0.89,47.97,1.26,190.83,201.36,26.15
22-03-2018 00:00,110.71,258.0,73.06,19.78,1.04,51.34,1.43,220.02,207.31,24.69
23-03-2018 00:00,63.75,209.21,100.86,14.23,1.16,48.49,1.33,269.07,213.78,24.66
24-03-2018 00:00,80.0,259.85,104.21,14.69,0.5,45.52,1.88,272.97,243.88,26.29
25-03-2018 00:00,72.41,287.52,78.35,18.09,1.03,35.59,2.46,273.39,265.81,29.3
28-03-2018 00:00,171.25,372.14,83.37,34.76,1.1,32.94,1.5,235.07,207.33,30.01
1/4/2018 0:00,73.92,206.08,74.16,11.16,0.84,37.49,2.53,81.33,245.18,30.38
2/4/2018 0:00,110.17,275.83,86.83,23.9,1.72,40.05,2.16,82.8,209.52,29.15
3/4/2018 0:00,111.17,265.02,77.98,11.99,0.6,37.38,1.65,94.16,205.63,31.05
7/4/2018 0:00,54.96,167.96,59.16,8.31,1.19,45.61,2.39,100.28,215.82,27.76
10/4/2018 0:00,80.56,293.2,97.5,3.11,1.12,39.71,1.77,153.91,232.89,31.1
18-04-2018 00:00,74.58,338.58,77.44,12.36,1.71,23.83,2.28,269.05,220.01,32.54
20-04-2018 00:00,108.03,404.05,83.42,16.1,1.43,23.83,2.14,174.27,208.84,32.93
21-04-2018 00:00,179.92,517.29,89.37,7.54,2.1,29.63,1.54,268.04,220.73,29.97
22-04-2018 00:00,112.0,272.38,60.95,2.55,1.35,22.37,2.08,269.28,230.14,29.3
23-04-2018 00:00,94.25,267.46,93.92,7.62,1.64,18.85,1.73,266.06,227.81,30.5
29-04-2018 00:00,99.21,275.88,43.51,4.21,1.9,40.38,1.63,116.74,210.18,33.59
30-04-2018 00:00,146.39,272.0,56.98,4.11,1.8,39.85,2.5,116.03,219.6,33.31
5/5/2018 0:00,93.33,288.25,103.41,7.33,2.32,38.54,1.0,144.82,221.51,33.85
8/5/2018 0:00,81.79,231.88,56.78,7.54,1.67,38.03,2.54,233.5,223.33,29.99
9/5/2018 0:00,110.67,392.41,79.46,12.7,2.17,45.63,0.82,181.6,206.05,28.58
14-05-2018 00:00,51.12,154.88,27.06,1.81,1.53,46.62,2.03,109.14,228.85,29.48
15-05-2018 00:00,73.04,185.5,26.5,3.16,1.64,48.08,2.22,87.27,226.28,31.8
16-05-2018 00:00,82.12,285.58,44.56,5.31,1.65,36.13,1.85,232.92,225.75,34.19
17-05-2018 00:00,112.75,319.42,88.79,7.06,1.69,26.54,1.16,204.35,216.82,35.6
18-05-2018 00:00,117.46,308.79,100.04,16.82,1.71,30.92,1.13,142.89,220.26,34.44
20-05-2018 00:00,104.92,332.21,93.54,9.1,1.42,25.45,1.0,226.69,219.8,35.33
21-05-2018 00:00,72.29,241.58,59.89,16.82,1.83,13.96,1.45,242.71,222.9,36.77
24-05-2018 00:00,134.84,389.29,90.9,10.94,2.04,26.67,0.66,197.88,217.84,36.17
28-05-2018 00:00,125.5,290.0,75.72,15.96,2.44,26.16,0.85,121.87,220.73,36.53
31-05-2018 00:00,70.12,258.83,54.34,2.61,1.68,40.26,2.18,100.38,225.19,35.8
7/6/2018 0:00,184.95,178.91,44.54,8.52,1.9,51.78,1.97,94.26,225.94,34.89
10/6/2018 0:00,90.8,322.87,49.51,7.8,2.15,46.59,1.26,206.24,282.15,36.14
11/6/2018 0:00,86.83,337.83,42.98,7.5,1.57,47.11,2.02,260.49,228.96,36.03
12/6/2018 0:00,168.21,514.06,48.64,11.09,1.85,41.07,1.48,254.21,219.93,37.63
15-06-2018 00:00,252.71,488.86,61.43,5.61,1.73,35.08,1.81,212.33,222.43,36.84
16-06-2018 00:00,183.98,611.94,36.93,6.2,1.83,48.38,1.73,148.62,221.15,34.61
17-06-2018 00:00,108.33,320.83,27.12,5.02,1.67,57.3,1.48,156.29,232.17,31.52
18-06-2018 00:00,94.83,255.54,28.35,9.22,1.47,48.31,1.53,210.02,227.8,32.67
19-06-2018 00:00,68.32,206.82,36.51,6.2,1.71,48.0,1.12,231.28,232.37,33.89
20-06-2018 00:00,95.76,278.35,31.73,13.99,1.94,44.4,0.92,163.22,219.61,36.25
21-06-2018 00:00,104.37,348.0,49.05,9.02,1.81,40.15,0.7,191.25,217.14,36.88
23-06-2018 00:00,97.5,310.71,38.00919245049505,15.77,1.94,37.63,0.96,204.86,216.36,37.88
24-06-2018 00:00,76.76,211.02,73.74,14.67,1.34,35.95,1.81,210.77,216.93,37.6
26-06-2018 00:00,73.36,268.86,38.00919245049505,17.5,1.66,55.9,0.4,172.97,45.17,31.99
27-06-2018 00:00,67.33,229.0,38.00919245049505,14.652633528866936,1.339010852713178,74.82,2.4,81.24,163.31,28.63
13-08-2018 00:00,42.72,172.13,18.32,9.27,1.59,69.39,0.69,153.3,245.86,31.49
14-08-2018 00:00,65.27,206.62,12.22,10.3,1.84,71.49,0.66,162.58,215.62,31.56
15-08-2018 00:00,49.05,163.19,10.85,9.82,1.27,70.13,1.29,174.21,212.5,31.09
16-08-2018 00:00,47.13,157.22,10.15,10.62,1.37,72.69,0.89,125.96,204.65,30.7
17-08-2018 00:00,40.57,118.5,5.22,9.6,1.41,74.11,1.58,116.02,217.34,31.44
18-08-2018 00:00,40.1,110.33,6.07,10.31,2.21,77.63,1.12,115.95,200.67,28.35
19-08-2018 00:00,71.68,176.21,10.78,11.37,2.4,83.74,0.38,191.73,176.91,28.9
20-08-2018 00:00,77.62,193.68,19.52,8.7,2.41,77.19,0.98,158.6,207.55,30.76
21-08-2018 00:00,32.3,112.59,23.5,9.67,1.85,71.93,1.62,104.01,217.61,31.27
22-08-2018 00:00,31.5,101.08,26.69,9.65,1.58,73.07,1.47,123.84,209.46,31.13
23-08-2018 00:00,37.32,96.23,28.35,9.61,2.15,82.67,0.84,233.62,188.68,27.29
24-08-2018 00:00,39.53,170.52,25.7,9.96,2.42,75.68,0.6,270.23,197.65,30.16
25-08-2018 00:00,34.65,168.96,36.76,20.99,1.69,71.74,0.95,272.26,205.83,30.12
26-08-2018 00:00,33.22,178.5,25.94,11.5,0.8,69.13,1.19,221.54,216.88,30.68
27-08-2018 00:00,30.59,98.02,27.97,11.95,0.96,80.02,0.64,125.9,202.06,28.08
28-08-2018 00:00,38.01,88.97,9.11,12.0,1.21,85.73,1.04,119.63,186.76,25.53
29-08-2018 00:00,33.9,95.03,18.36,11.02,1.02,85.02,1.28,135.16,181.33,28.3
30-08-2018 00:00,102.93,172.47,28.49,14.37,1.57,75.44,0.75,239.12,212.73,31.11
31-08-2018 00:00,55.77,248.63,23.54,11.09,2.1,76.35,0.88,215.25,174.11,30.29
1/9/2018 0:00,51.76,118.71,38.00919245049505,15.87,2.06,87.19,0.88,196.88,178.43,26.08
2/9/2018 0:00,62.03,131.48,38.00919245049505,11.44,2.04,90.57,0.46,218.17,176.51,25.12
3/9/2018 0:00,63.37,114.42,38.00919245049505,11.36,2.43,92.26,0.37,178.47,185.69,25.66
4/9/2018 0:00,79.21,177.91,61.16,12.39,2.87,87.62,0.33,207.43,205.26,27.32
5/9/2018 0:00,48.73,186.85,63.93,16.2,2.4,82.04,0.65,261.61,191.04,28.02
6/9/2018 0:00,50.66,228.33,67.42,25.23,2.8,78.26,0.67,263.59,197.85,29.31
7/9/2018 0:00,58.4,148.64,87.39,21.19,2.63,81.72,0.48,212.32,168.0,28.0
8/9/2018 0:00,34.35,99.48,48.87,20.78,1.76,81.4,1.94,105.94,201.82,27.9
10/9/2018 0:00,41.64,136.82,55.04,21.52,1.99,78.38,0.81,169.93,199.06,28.42
11/9/2018 0:00,34.77,167.18,70.34,20.03,2.05,76.17,0.57,252.35,205.31,29.82
12/9/2018 0:00,35.6,200.44,62.16,20.9,1.78,70.46,1.16,272.01,210.31,30.49
13-09-2018 00:00,35.29,210.65,67.9,20.68,1.71,64.28,1.02,263.35,206.49,30.47
14-09-2018 00:00,41.13,191.56,65.59,20.35,2.06,63.73,0.94,277.1,206.74,30.3
15-09-2018 00:00,41.42,219.18,73.42,24.53,1.96,59.58,1.0,278.88,205.91,30.65
16-09-2018 00:00,50.71,193.68,57.54,21.17,2.11,69.71,0.6,264.13,62.93,28.58
17-09-2018 00:00,62.97,235.77,74.84,23.37,1.74,64.97,1.3,249.84,204.56,30.33
18-09-2018 00:00,51.31,231.56,83.47,19.48,2.47,52.87,1.23,266.09,225.68,32.33
19-09-2018 00:00,70.21,277.13,94.2,25.41,2.11,58.79,1.15,276.79,231.36,30.64
24-09-2018 00:00,39.55,49.8,79.32,21.59,2.12,82.01,0.56,241.26,125.44,25.04
25-09-2018 00:00,28.99,64.36,67.7,21.7,2.42,79.79,0.76,285.7,182.92,24.35
26-09-2018 00:00,51.38,202.69,89.45,21.72,2.18,66.75,0.67,272.15,206.58,28.31
30-09-2018 00:00,70.56,199.11,94.56,19.74,2.07,55.6,1.16,288.41,254.98,30.45
2/10/2018 0:00,58.48,241.07,98.7,23.56,1.89,41.81,0.61,238.93,179.26,32.9
9/10/2018 0:00,104.92,319.77,79.18,20.84,2.78,46.29,1.33,93.06,193.19,29.92
10/10/2018 0:00,98.44,332.36,84.33,21.11,3.45,49.48,1.64,87.87,156.55,30.63
11/10/2018 0:00,70.32,238.18,54.17,20.55,1.95,54.1,2.02,108.14,194.42,26.63
12/10/2018 0:00,78.92,247.92,96.5,20.31,2.19,44.04,0.45,159.01,194.35,26.46
3/11/2018 0:00,165.14,313.17,82.8,13.09,2.28,51.11,1.96,97.87,176.7,24.94
4/11/2018 0:00,112.71,220.71,79.34,20.84,2.06,49.45,1.88,175.26,182.94,23.76
15-11-2018 00:00,115.82,227.17,102.12,22.51,1.97,57.34,0.73,208.05,178.86,22.32
13-12-2018 00:00,110.43,181.06,75.08,15.55,2.09,60.74,0.58,248.6,175.16,16.54
14-12-2018 00:00,118.47,214.34,96.99,16.17,3.07,57.69,0.57,288.03,175.89,16.74
8/1/2019 0:00,152.66,246.71,97.46,7.22,1.88,58.04,0.71,286.08,171.11,14.94
9/1/2019 0:00,155.26,276.36,103.86,8.46,2.07,51.77,0.97,280.98,174.86,15.02
14-01-2019 00:00,93.93,193.79,89.64,7.31,2.38,43.82,1.28,284.9,177.95,14.72
18-01-2019 00:00,264.69,456.85,38.00919245049505,11.02,1.339010852713178,54.28,0.51,257.08,176.48,14.96
21-01-2019 00:00,169.11,316.52,96.81,7.33,1.57,60.96,2.28,106.34,137.54,17.19
23-01-2019 00:00,166.89,285.28,96.44,8.31,1.339010852713178,68.07,0.49,223.45,187.93,15.1
26-01-2019 00:00,94.48,186.53,82.99,8.23,3.23,48.79,0.88,279.47,190.95,14.31
27-01-2019 00:00,127.48,241.48,87.18,7.26,2.43,49.7,0.92,285.85,190.7,12.61
28-01-2019 00:00,122.43,237.83,94.5,7.24,3.05,44.71,1.15,285.58,192.06,13.51
29-01-2019 00:00,150.93,302.2,102.31,12.06,2.35,45.28,0.87,281.94,191.83,14.37
31-01-2019 00:00,231.24,409.26,82.29,21.9,1.62,48.32,1.41,114.48,176.76,15.61
1/2/2019 0:00,202.11,311.17,72.87,22.55,1.84,57.82,1.01,184.85,182.06,16.09
2/2/2019 0:00,218.75,343.06,67.91,6.38,1.87,70.99,0.89,280.85,178.83,12.96
3/2/2019 0:00,161.82,286.77,58.2,8.11,3.09,69.96,0.52,273.0,174.8,14.16
6/2/2019 0:00,185.3,291.66,87.71,11.24,1.25,65.52,1.6,104.61,178.32,18.97
8/2/2019 0:00,96.89,228.18507701786814,99.51,12.63,1.34,56.68,0.87,240.46,194.02,15.38
9/2/2019 0:00,79.52,228.18507701786814,101.62,14.8,1.33,52.48,1.29,286.65,197.79,15.09
14-02-2019 00:00,169.65,228.18507701786814,80.33,11.99,1.67,64.06,2.06,117.22,156.0,17.72
15-02-2019 00:00,131.03,247.19,78.3,27.19,1.4,63.81,0.82,201.13,188.07,17.65
16-02-2019 00:00,131.54,240.1,70.49,9.0,1.52,70.13,0.87,286.24,180.56,15.89
17-02-2019 00:00,116.31,272.69,94.05,9.55,1.8,61.54,0.85,273.75,195.98,16.99
18-02-2019 00:00,110.02,248.14,88.53,15.76,1.83,50.99,1.3,139.17,194.77,18.89
19-02-2019 00:00,138.92,300.69,101.04,20.71,3.02,60.46,0.6,140.67,193.43,19.49
20-02-2019 00:00,102.17,204.35,79.56,27.88,1.39,64.54,1.16,99.3,161.77,18.69
21-02-2019 00:00,81.47,252.04,77.46,24.76,2.18,53.52,1.27,112.04,199.1,21.43
22-02-2019 00:00,85.93,253.92,70.96,8.52,1.62,54.16,1.72,285.7,190.01,20.3
23-02-2019 00:00,55.89,169.1,77.79,11.44,1.84,47.69,1.84,286.41,194.43,17.43
24-02-2019 00:00,84.85,213.3,102.27,15.0,2.15,43.49,0.78,255.02,197.71,18.9
25-02-2019 00:00,116.28,229.35,103.97,26.1,1.58,51.32,0.82,128.08,186.58,17.71
26-02-2019 00:00,70.24,161.39,73.72,20.78,1.08,55.71,1.24,124.33,191.72,15.6
27-02-2019 00:00,94.97,165.37,70.26,15.42,1.06,64.72,0.59,203.56,129.06,13.41
28-02-2019 00:00,129.23,327.33,91.9,16.75,1.84,51.6,1.0,243.9,205.86,16.12
1/3/2019 0:00,99.01,277.17,102.33,16.55,1.45,45.26,0.68,259.27,203.26,18.12
2/3/2019 0:00,117.66,228.2,101.77,24.98,1.48,58.86,0.62,148.79,155.43,16.06
3/3/2019 0:00,71.49,153.04,67.83,16.02,1.44,68.03,0.92,120.45,190.95,16.89
4/3/2019 0:00,117.36,308.89,85.69,11.74,1.45,64.48,0.87,244.78,202.23,19.45
5/3/2019 0:00,71.04,245.83,81.45,11.02,2.33,55.37,1.03,286.85,202.99,18.96
6/3/2019 0:00,96.88,306.96,87.8,12.42,2.05,48.78,0.9,264.53,205.02,19.73
8/3/2019 0:00,133.31,333.99,98.09,20.32,1.9,45.15,0.59,209.72,200.56,21.39
9/3/2019 0:00,80.83,221.22,76.35,16.05,1.33,43.03,1.13,266.47,199.68,21.54
10/3/2019 0:00,77.09,244.3,90.53,16.14,1.6,36.64,0.68,228.74,212.67,22.1
11/3/2019 0:00,89.49,246.5,74.32,24.68,2.4,39.71,1.88,116.03,200.41,22.75
12/3/2019 0:00,60.35,162.42,64.5,14.46,2.31,42.66,0.95,236.96,201.61,22.51
15-03-2019 00:00,74.93,174.43,71.7,19.25,1.0,47.99,0.99,265.04,209.12,20.67
16-03-2019 00:00,70.14,182.56,78.2,13.48,1.89,42.1,1.02,275.82,212.45,21.76
17-03-2019 00:00,96.2,237.29,91.18,15.81,3.45,39.79,0.74,259.85,204.4,23.05
19-03-2019 00:00,159.31,295.15,103.66,20.81,1.63,37.04,0.66,222.92,202.97,25.6
20-03-2019 00:00,132.17,266.73,84.65,23.56,2.5,33.52,1.35,116.59,200.57,26.9
22-03-2019 00:00,35.63,160.49,62.16,14.95,1.53,31.14,1.64,278.71,207.91,25.04
23-03-2019 00:00,69.23,202.84,62.47,15.41,2.16,34.12,1.99,286.05,210.07,24.98
24-03-2019 00:00,57.34,180.4,67.35,23.47,1.72,35.29,1.22,273.48,205.96,26.09
25-03-2019 00:00,73.02,206.28,66.6,20.6,1.15,43.76,1.2,271.03,199.18,24.54
26-03-2019 00:00,72.42,213.28,77.71,18.91,1.74,40.67,1.19,284.78,208.56,25.03
27-03-2019 00:00,80.28,285.21,90.8,17.66,2.07,36.81,0.84,266.39,206.99,26.4
28-03-2019 00:00,158.64,401.28,92.62,27.67,2.58,38.01,0.46,222.16,205.61,28.62
30-03-2019 00:00,153.15,359.43,80.4,32.04,2.24,36.63,0.54,185.59,191.38,32.27
31-03-2019 00:00,69.84,255.14,61.62,25.01,1.57,31.37,1.62,254.62,255.64,30.36
1/4/2019 0:00,53.22,204.24,74.25,16.14,1.35,29.41,1.61,279.92,207.49,28.81
2/4/2019 0:00,104.16,289.34,92.16,22.0,1.94,29.82,0.68,227.59,204.12,29.5
3/4/2019 0:00,96.31,278.39,96.3,21.8,2.14,28.71,0.66,217.81,206.05,30.45
6/4/2019 0:00,126.6,398.56,87.36,31.63,1.83,30.66,1.01,156.36,201.21,33.28
7/4/2019 0:00,151.64,351.94,58.56,27.24,1.72,46.61,2.49,114.1,206.17,30.58
8/4/2019 0:00,91.15,355.31,81.03,26.95,2.19,39.96,1.17,137.11,209.03,29.21
9/4/2019 0:00,102.12,297.56,95.09,35.41,2.01,36.1,0.78,134.28,210.1,30.58
10/4/2019 0:00,149.35,407.53,101.96,31.36,2.69,32.75,0.65,222.15,206.99,33.28
11/4/2019 0:00,88.56,277.16,90.69,26.01,2.06,27.43,0.61,215.12,206.75,34.11
12/4/2019 0:00,83.48,294.5,85.73,25.84,1.81,32.51,0.95,227.52,204.62,31.87
13-04-2019 00:00,69.25,230.44,73.64,24.81,1.86,28.44,1.3,247.86,211.14,32.87
14-04-2019 00:00,51.41,202.18,73.74,20.38,1.8,27.28,1.39,277.1,211.67,33.3
15-04-2019 00:00,59.67,259.68,88.42,18.37,2.38,24.0,1.17,255.04,210.84,35.13
16-04-2019 00:00,57.91,196.43,51.56,12.06,2.28,45.36,2.56,181.69,191.14,26.33
17-04-2019 00:00,28.19,119.6,51.97,9.88,1.79,34.08,1.99,138.81,202.95,23.85
13-06-2019 00:00,62.07,215.07,82.08,12.5,2.78,37.16,0.9,199.66,215.54,37.32
14-06-2019 00:00,58.38,256.45,99.21,12.0,1.98,31.86,1.14,283.26,217.86,38.71
16-06-2019 00:00,46.55,231.18,59.04,7.47,1.59,42.18,1.85,279.0,211.06,32.9
17-06-2019 00:00,51.95,200.57,91.61,6.0,2.99,43.06,1.35,251.28,214.26,31.39
18-06-2019 00:00,40.0,207.73,92.25,8.24,3.36,53.1,1.21,255.06,203.69,27.42
19-06-2019 00:00,117.86,319.86,89.0,9.75,2.15,47.58,0.97,157.86,219.29,31.58
20-06-2019 00:00,54.58,169.06,77.6,8.94,1.93,44.94,1.0,157.94,223.52,33.23
21-06-2019 00:00,79.38,218.66,89.3,9.12,2.1,43.07,0.81,151.93,217.25,35.34
22-06-2019 00:00,74.72,220.01,95.98,9.83,2.27,38.12,1.08,181.76,218.81,36.87
24-06-2019 00:00,21.83,86.36,45.12,6.76,2.17,53.85,2.5,90.85,213.93,30.54
25-06-2019 00:00,46.09,132.3,70.0,7.25,1.95,48.32,0.86,135.01,214.56,34.12
26-06-2019 00:00,74.18,214.26,96.51,8.09,2.22,42.81,0.73,228.76,213.61,37.4
27-06-2019 00:00,70.92,305.25,96.64,9.6,2.5,40.7,1.14,269.4,212.84,36.47
28-06-2019 00:00,65.36,311.5,83.2,7.21,2.87,38.35,1.35,290.16,217.61,37.35
29-06-2019 00:00,67.65,344.47,82.46,7.1,1.84,35.78,1.11,262.08,218.59,39.28
30-06-2019 00:00,86.5,362.52,75.74,15.15,1.63,36.86,1.46,223.8,252.29,39.1
1/7/2019 0:00,89.83,260.7,75.17,8.97,1.9,40.01,0.79,175.22,210.55,37.61
2/7/2019 0:00,88.68,281.86,67.64,8.3,2.12,43.67,1.31,192.76,216.05,36.23
3/7/2019 0:00,36.94,118.2,40.6,7.77,1.64,47.24,1.81,105.76,215.89,35.03
4/7/2019 0:00,46.75,108.23,38.43,6.87,2.16,57.87,1.14,152.19,169.46,31.1
5/7/2019 0:00,80.53,153.18,52.91,7.24,2.37,60.06,1.09,181.4,199.15,29.8
6/7/2019 0:00,30.78,84.07,38.06,7.85,1.71,54.23,1.76,113.16,222.64,32.09
7/7/2019 0:00,49.01,122.45,59.7,8.29,2.64,53.1,0.76,169.11,213.37,33.01
8/7/2019 0:00,60.39,173.84,64.1,7.76,1.94,51.58,1.2,175.25,215.45,33.73
9/7/2019 0:00,46.42,151.86,53.2,7.09,2.61,55.78,0.95,186.33,210.53,31.21
10/7/2019 0:00,80.77,457.32,60.19,6.72,2.21,53.01,1.12,185.17,215.51,33.96
11/7/2019 0:00,82.64,426.17,61.88,7.56,2.02,47.32,1.2,214.05,212.93,35.63
12/7/2019 0:00,87.02,483.64,46.92,8.36,1.32,50.05,1.31,193.41,214.85,35.04
13-07-2019 00:00,80.02,437.29,49.62,7.67,2.94,44.03,1.67,207.4,255.43,36.86
14-07-2019 00:00,63.97,312.33,50.18,8.59,1.52,47.61,1.31,176.47,211.05,33.52
15-07-2019 00:00,40.3,150.55,39.65,7.57,2.03,60.08,1.31,123.38,185.53,27.96
16-07-2019 00:00,31.49,108.77,50.98,8.5,2.42,60.29,1.25,109.49,215.34,27.59
17-07-2019 00:00,41.43,105.3,51.01,7.44,1.69,65.48,0.48,200.99,197.11,26.72
18-07-2019 00:00,40.53,128.93,72.68,9.01,1.84,63.83,0.35,207.76,216.53,27.3
19-07-2019 00:00,76.91,238.27,66.29,7.07,1.98,55.34,0.68,133.34,218.73,31.78
20-07-2019 00:00,56.3,147.38,46.77,9.02,1.47,59.86,0.69,136.26,199.01,30.5
21-07-2019 00:00,67.69,155.99,52.01,9.15,2.72,63.19,0.73,126.52,180.7,29.96
22-07-2019 00:00,71.85,174.53,49.83,7.7,3.26,61.74,0.56,113.19,213.9,31.08
24-07-2019 00:00,70.31,232.38,88.85,7.9,2.04,55.93,0.78,182.21,195.37,32.71
25-07-2019 00:00,25.33,95.51,57.98,6.27,1.23,63.23,0.69,178.28,186.25,28.12
26-07-2019 00:00,26.0,63.72,39.01,6.54,0.92,66.86,1.04,116.07,214.92,27.34
27-07-2019 00:00,23.9,50.74,31.84,6.02,0.72,68.68,1.46,89.22,208.59,26.88
28-07-2019 00:00,16.0,57.93,43.69,7.74,0.96,57.29,2.49,92.7,246.22,31.33
29-07-2019 00:00,24.02,71.71,36.5,7.33,1.04,57.2,2.23,88.73,214.53,31.12
30-07-2019 00:00,29.07,88.85,40.77,8.07,1.4,58.92,1.53,89.68,201.7,30.36
31-07-2019 00:00,28.8,83.7,38.84,8.11,1.31,56.78,1.81,88.42,210.28,31.12
1/8/2019 0:00,33.04,88.94,44.29,7.65,0.71,55.28,1.46,90.61,211.17,31.78
2/8/2019 0:00,33.06,102.79,45.36,7.65,1.38,60.63,0.87,123.34,203.98,30.18
3/8/2019 0:00,39.8,95.82,37.02,7.49,1.61,66.27,0.78,113.75,205.87,27.97
4/8/2019 0:00,50.69,121.03,41.17,7.49,1.41,62.74,0.57,125.68,205.21,29.59
5/8/2019 0:00,49.98,113.94,50.94,8.49,1.41,61.5,0.62,110.71,202.44,30.57
6/8/2019 0:00,37.34,77.25,66.23,6.59,1.72,77.62,0.6,114.3,143.04,30.49
8/8/2019 0:00,27.74,84.32,37.86,7.09,0.94,68.08,1.15,92.64,205.41,40.13
10/8/2019 0:00,33.0,64.0,38.00919245049505,14.652633528866936,1.339010852713178,91.68,1.1,54.85,4.62,27.93
11/8/2019 0:00,30.8,54.06,38.00919245049505,14.652633528866936,1.339010852713178,75.95,1.13,98.13,195.47,31.4
12/8/2019 0:00,26.42,96.06,59.02,8.44,1.24,65.06,0.82,224.28,175.68,32.97
13-08-2019 00:00,26.9,84.38,56.4,6.52,1.47,60.56,0.8,236.27,169.67,31.82
14-08-2019 00:00,49.41,90.6,73.54,8.13,2.01,65.02,0.42,179.22,196.56,31.47
15-08-2019 00:00,33.19,78.66,47.93,6.67,0.95,61.03,1.43,109.15,205.09,32.03
16-08-2019 00:00,17.62,57.0,31.77,7.91,1.33,61.47,2.33,91.38,197.8,30.93
17-08-2019 00:00,9.42,24.3,24.69,6.54,1.14,69.76,2.26,99.9,175.48,29.15
18-08-2019 00:00,20.17,56.75,44.31,6.82,1.47,68.35,0.49,213.56,170.83,29.42
19-08-2019 00:00,52.45,178.72,58.1,4.91,1.63,59.38,0.37,220.56,207.94,32.27
20-08-2019 00:00,53.27,189.25,50.84,6.9,1.51,57.71,0.74,253.78,203.19,32.67
21-08-2019 00:00,64.88,224.62,63.15,5.64,2.17,54.95,0.59,263.08,209.17,33.28
22-08-2019 00:00,67.15,219.91,67.35,7.43,1.59,58.46,0.43,230.29,191.44,31.68
23-08-2019 00:00,68.53,252.55,78.36,7.53,1.57,57.39,0.36,216.22,201.35,32.48
24-08-2019 00:00,85.0,228.26,78.5,7.25,1.77,63.76,0.35,157.07,191.38,31.17
25-08-2019 00:00,39.15,83.22,50.04,7.14,0.99,65.52,0.49,96.09,171.64,30.05
26-08-2019 00:00,27.08,96.74,46.3,8.03,0.82,59.25,0.96,96.07,206.9,31.89
27-08-2019 00:00,45.62,170.06,58.62,10.44,1.56,54.91,0.62,105.5,202.05,33.4
28-08-2019 00:00,38.39,115.79,56.59,9.13,1.06,52.93,0.91,91.42,197.79,34.22
29-08-2019 00:00,38.6,110.15,50.43,8.74,1.01,54.32,1.23,100.37,206.05,33.86
30-08-2019 00:00,49.16,143.9,59.34,9.04,1.04,54.65,0.58,131.29,199.45,33.76
31-08-2019 00:00,65.73,192.17,94.15,8.31,1.18,55.63,0.41,171.18,175.88,33.59
1/9/2019 0:00,29.11,88.28,45.63,7.13,1.44,62.08,0.72,103.99,173.25,30.99
2/9/2019 0:00,60.69,148.67,54.54,6.94,1.03,57.07,0.4,132.61,195.17,32.94
3/9/2019 0:00,79.0,202.83,66.17,6.78,1.55,56.0,0.35,177.09,188.98,33.52
4/9/2019 0:00,75.79,182.45,54.5,5.31,1.43,59.82,0.92,128.23,187.73,32.38
5/9/2019 0:00,33.27,101.0,34.5,6.79,1.16,58.93,1.05,92.71,201.89,32.39
6/9/2019 0:00,38.06,104.92,32.04,10.64,1.64,58.15,0.88,120.09,200.36,32.94
7/9/2019 0:00,38.46,105.31,36.99,7.93,1.94,61.07,0.92,122.84,196.81,31.9
8/9/2019 0:00,41.93,143.5,38.29,8.87,1.62,57.89,0.52,141.76,193.79,32.77
9/9/2019 0:00,68.58,202.52,51.54,8.22,1.85,54.54,0.42,185.15,193.18,33.78
10/9/2019 0:00,79.75,218.62,64.73,10.03,1.37,52.27,0.33,138.55,192.84,33.9
11/9/2019 0:00,84.88,202.57,74.74,11.77,1.6,51.67,0.44,121.34,192.47,34.61
12/9/2019 0:00,53.77,124.27,37.6,7.76,1.07,56.12,1.45,102.71,196.42,33.22
13-09-2019 00:00,32.32,83.01,50.78,7.1,1.34,55.89,1.13,94.16,193.76,33.04
14-09-2019 00:00,34.68,80.7,36.09,7.37,0.52,57.68,1.55,93.93,192.25,32.12
15-09-2019 00:00,39.79,92.94,42.38,7.69,0.94,59.48,0.79,104.1,185.28,31.82
16-09-2019 00:00,70.14,185.52,80.03,8.86,1.02,55.14,0.32,183.12,189.74,33.46
17-09-2019 00:00,75.49,200.42,72.33,6.53,1.34,52.1,0.45,176.67,191.61,33.76
18-09-2019 00:00,32.38,97.71,40.3,6.71,1.39,52.55,1.6,97.34,197.35,31.72
19-09-2019 00:00,17.66,62.04,28.29,5.36,1.46,57.93,2.0,91.8,183.23,30.17
20-09-2019 00:00,40.44,113.86,40.99,7.22,1.97,55.24,0.9,103.12,191.59,31.29
