From Date,PM2.5,PM10,NO2,SO2,CO,RH,WS,WD,SR,AT
18-06-2018 00:00,41.38,183.98,26.69,2.58,0.06,46.69,1.180876975519058,187.39682057638674,154.86348083515114,32.48
19-06-2018 00:00,45.58,190.04,30.01,2.9,0.08,44.05,1.180876975519058,187.39682057638674,154.86348083515114,33.89
20-06-2018 00:00,53.58,251.46,25.46,3.27,0.08,37.32,1.180876975519058,187.39682057638674,154.86348083515114,36.39
21-06-2018 00:00,61.0,372.38,32.78,2.99,0.1,37.67,1.180876975519058,187.39682057638674,154.86348083515114,36.65
22-06-2018 00:00,59.46,269.33,26.9,5.28,0.1,34.69,1.180876975519058,187.39682057638674,154.86348083515114,37.75
23-06-2018 00:00,71.58,305.42,36.08,3.44,0.31,34.06,1.180876975519058,187.39682057638674,154.86348083515114,38.02
24-06-2018 00:00,46.79,220.83,31.86,3.49,0.09,31.31,1.180876975519058,187.39682057638674,154.86348083515114,37.78
25-06-2018 00:00,47.57,339.46,36.33,3.22,0.07,34.91,1.180876975519058,187.39682057638674,154.86348083515114,37.59
27-06-2018 00:00,28.38,107.37,21.72,8.51,1.339010852713178,70.09,1.180876975519058,187.39682057638674,164.69,31.17
28-06-2018 00:00,14.69,47.53,23.34,7.43,1.339010852713178,80.58,1.180876975519058,187.39682057638674,138.63,29.43
29-06-2018 00:00,29.62,82.86,25.75,6.73,1.83,77.42,0.85,105.75,127.12,30.06
30-06-2018 00:00,37.38,104.25,22.85,10.43,0.97,79.69,1.07,140.19,146.61,30.04
1/7/2018 0:00,22.27,104.86,20.28,9.66,0.61,74.86,1.34,260.04,164.48,32.14
2/7/2018 0:00,21.89,126.91,22.46,9.51,0.67,68.3,1.67,243.35,143.22,32.16
3/7/2018 0:00,35.88,142.16,32.65,9.65,1.2,71.6,1.2,116.98,166.49,31.64
4/7/2018 0:00,37.73,150.99,24.61,9.16,0.81,66.66,1.18,149.38,146.87,32.09
5/7/2018 0:00,58.61,217.22,32.63,11.71,1.1,64.74,1.14,201.69,158.71,32.51
6/7/2018 0:00,48.68,228.38,28.43,10.48,0.99,58.33,1.09,270.15,173.2,33.4
7/7/2018 0:00,58.7,211.9,26.57,13.64,1.01,51.88,1.02,222.9,162.49,34.51
8/7/2018 0:00,62.74,226.53,38.49,11.45,1.16,46.52,0.86,174.01,158.9,36.02
9/7/2018 0:00,67.29,222.4,30.14,9.83,1.02,57.36,1.28,138.19,156.59,35.18
10/7/2018 0:00,42.71,158.88,23.17,12.95,0.78,66.36,1.18,114.43,143.22,34.36
11/7/2018 0:00,38.92,147.42,28.13,12.83,0.86,68.44,1.34,171.39,126.37,32.75
12/7/2018 0:00,39.75,164.67,27.54,10.67,0.89,68.34,1.02,202.83,128.27,32.39
13-07-2018 00:00,24.92,73.17,32.32,16.13,1.12,89.75,0.99,150.37,87.97,28.88
14-07-2018 00:00,35.08,88.79,34.05,13.06,1.06,92.2,1.05,115.61,96.93,29.29
15-07-2018 00:00,27.3,99.84,25.2,14.22,0.85,80.47,1.11,119.84,144.14,31.25
16-07-2018 00:00,39.29,113.58,32.23,11.03,1.21,91.86,1.2,120.7,89.11,30.19
17-07-2018 00:00,27.53,134.32,31.57,14.28,1.06,78.4,0.93,102.67,141.5,32.6
18-07-2018 00:00,31.55,133.45,30.17,11.95,0.96,81.09,1.3,86.54,144.04,32.28
19-07-2018 00:00,33.04,135.39,26.54,12.85,0.89,78.72,1.12,145.08,154.01,32.3
20-07-2018 00:00,34.07,127.21,31.35,14.39,1.07,88.45,0.94,182.34,86.12,30.17
21-07-2018 00:00,48.98,129.66,41.35,12.19,1.23,92.8,0.77,177.75,73.98,29.33
22-07-2018 00:00,20.19,50.34,29.51,8.94,1.06,97.46,0.94,112.35,89.69,28.12
23-07-2018 00:00,28.29,103.05,40.45,11.74,1.06,80.66,0.98,154.72,143.46,30.73
24-07-2018 00:00,35.84,171.09,49.47,10.86,1.06,76.54,0.87,135.66,156.96,32.4
25-07-2018 00:00,24.36,138.98,29.88,16.12,0.99,96.18,1.19,239.78,65.94,29.07
26-07-2018 00:00,19.89,56.97,23.75,12.93,0.8,98.93,0.93,278.71,44.37,26.74
27-07-2018 00:00,15.88,34.76,18.65,11.95,0.79,98.93,1.03,289.09,53.78,26.55
28-07-2018 00:00,23.8,63.55,19.06,12.29,0.86,97.54,1.12,260.62,92.9,27.37
29-07-2018 00:00,29.6,160.85,20.9,10.28,0.98,84.18,0.86,268.08,174.29,30.31
30-07-2018 00:00,28.11,164.42,22.55,8.23,1.05,84.29,1.03,271.07,146.46,30.15
31-07-2018 00:00,37.1,210.26,22.21,11.81,0.94,82.21,1.07,273.27,106.09,30.29
1/8/2018 0:00,38.1,268.72,25.12,9.59,1.21,76.27,1.04,265.6,167.3,30.86
2/8/2018 0:00,54.11,369.67,21.1,10.21,1.1,74.02,1.19,267.24,129.27,31.24
3/8/2018 0:00,51.73,372.79,21.77,12.43,1.24,68.74,1.29,263.92,109.56,30.96
4/8/2018 0:00,61.78,368.21,23.02,10.17,1.19,62.31,1.13,261.29,134.15,31.5
5/8/2018 0:00,54.4,327.42,19.2,11.08,0.95,76.71,1.44,221.28,82.22,29.72
6/8/2018 0:00,46.58,190.86,29.35,11.97,1.3,93.23,1.08,102.51,51.97,27.9
7/8/2018 0:00,39.06,144.14,29.13,12.4,1.09,94.5,0.99,147.95,93.32,28.0
8/8/2018 0:00,31.39,117.39,23.3,10.61,1.17,87.59,1.06,148.37,128.2,29.73
9/8/2018 0:00,36.82,166.95,25.27,13.44,1.08,74.45,1.11,115.53,167.42,31.9
10/8/2018 0:00,40.89,203.33,38.25,12.9,1.39,77.5,0.84,200.74,146.24,31.93
11/8/2018 0:00,23.89,132.16,18.61,10.97,0.78,77.35,1.51,264.17,162.74,31.86
12/8/2018 0:00,18.99,131.31,18.37,11.23,0.86,78.14,1.19,248.64,97.37,30.7
13-08-2018 00:00,28.57,154.99,24.16,12.09,0.94,78.02,0.99,196.92,127.6,30.5
14-08-2018 00:00,49.55,209.67,34.69,8.12,1.32,75.78,0.9,166.42,126.39,32.0
15-08-2018 00:00,34.29,149.16,23.67,8.65,1.16,77.4,1.29,189.99,138.59,31.09
16-08-2018 00:00,36.69,144.27,34.19,11.81,1.77,88.76,0.83,126.7,99.13,30.53
17-08-2018 00:00,35.51,129.79,25.04,7.13,1.42,81.82,1.51,95.46,57.75,31.94
18-08-2018 00:00,27.71,122.55,28.63,13.01,1.16,84.26,1.19,128.34,68.06,31.62
19-08-2018 00:00,49.04,121.78,39.78,13.73,1.72,93.99,0.79,186.25,39.87,29.17
20-08-2018 00:00,72.66,203.57,36.6,13.16,1.62,84.35,0.79,162.93,125.5,31.13
21-08-2018 00:00,27.79,140.29,26.81,12.19,1.19,75.37,1.01,131.94,160.38,31.87
22-08-2018 00:00,26.77,111.26,26.77,14.1,1.39,86.24,0.95,164.45,115.47,30.88
23-08-2018 00:00,19.42,124.82,20.89,14.41,1.31,96.21,1.21,243.7,86.03,28.91
24-08-2018 00:00,17.31,164.0,20.57,7.73,1.48,87.23,1.09,260.06,104.64,30.11
25-08-2018 00:00,13.19,113.7,16.24,9.08,1.21,88.34,1.29,261.82,122.73,29.33
26-08-2018 00:00,16.95,106.36,15.24,9.9,1.06,77.95,1.21,252.59,179.23,30.58
27-08-2018 00:00,28.82,89.99,30.15,10.27,1.47,90.39,0.99,106.14,98.83,29.49
28-08-2018 00:00,25.48,55.31,28.22,9.41,1.37,98.71,1.09,174.04,93.93,27.96
29-08-2018 00:00,24.52,56.73,27.01,12.24,1.43,97.68,0.77,147.02,74.46,28.09
30-08-2018 00:00,34.18,139.52,27.35,12.8,1.66,85.96,0.88,256.09,175.61,30.55
31-08-2018 00:00,35.93,213.78,23.9,13.81,1.54,84.52,1.04,241.74,144.51,30.87
1/9/2018 0:00,31.99,167.68,30.35,13.48,1.76,98.94,0.71,216.24,44.02,27.96
2/9/2018 0:00,33.38,86.59,22.59,11.81,1.49,97.75,1.06,201.63,91.19,27.13
3/9/2018 0:00,44.04,93.08,34.99,16.33,1.78,97.02,0.74,157.57,68.04,27.13
4/9/2018 0:00,45.06,167.67,30.22,7.66,1.79,96.47,0.79,240.47,86.21,27.24
5/9/2018 0:00,27.12,118.98,23.97,12.53,1.57,92.11,0.84,254.98,104.17,27.62
6/9/2018 0:00,29.05,159.35,21.66,6.93,1.29,84.41,1.13,266.12,180.51,29.02
7/9/2018 0:00,28.66,82.15,32.64,6.87,1.89,91.87,0.81,198.64,113.85,27.41
8/9/2018 0:00,24.67,70.43,23.4,7.2,1.4,88.2,1.37,59.33,104.81,28.18
9/9/2018 0:00,14.95,43.88,17.42,10.79,1.05,86.32,1.37,127.93,148.74,28.16
10/9/2018 0:00,32.98,186.68,28.8,8.68,1.5,87.91,0.9,176.01,90.62,28.41
11/9/2018 0:00,19.58,112.33,18.49,8.75,1.25,86.28,1.12,260.33,154.89,29.6
12/9/2018 0:00,17.16,136.52,19.43,9.7,1.26,80.88,1.41,262.39,171.91,29.53
13-09-2018 00:00,17.08,149.82,20.6,9.15,1.24,76.09,1.37,260.95,179.6,29.46
14-09-2018 00:00,21.0,143.04,21.93,11.7,1.43,77.16,0.97,274.85,174.79,29.18
15-09-2018 00:00,26.09,147.46,22.21,9.76,1.29,71.21,0.98,284.74,167.53,29.52
16-09-2018 00:00,32.69,147.98,19.23,10.72,1.16,71.1,1.03,268.42,165.2,29.82
17-09-2018 00:00,50.88,200.42,25.81,10.06,1.41,74.19,0.9,298.25,124.29,29.76
18-09-2018 00:00,48.58,201.67,23.98,10.4,1.28,69.51,1.01,282.33,166.05,29.78
19-09-2018 00:00,54.61,235.79,29.2,10.13,1.4,68.48,1.03,230.67,165.55,29.91
20-09-2018 00:00,71.14,273.24,43.04,7.66,1.68,65.43,0.86,141.64,152.69,30.68
21-09-2018 00:00,36.08,144.78,26.88,8.84,1.18,69.49,1.45,110.71,67.06,29.11
22-09-2018 00:00,16.72,45.2,19.38,9.1,1.14,99.0,1.88,69.69,48.79,25.7
23-09-2018 00:00,24.72,58.72,17.84,8.92,1.04,95.53,1.63,109.77,76.89,26.82
24-09-2018 00:00,12.4,30.52,20.85,8.3,1.08,98.96,1.52,194.55,50.75,24.98
25-09-2018 00:00,13.93,60.01,15.84,9.6,1.21,95.5,1.11,301.39,73.53,24.04
26-09-2018 00:00,31.48,170.01,24.46,9.71,2.04,84.25,0.79,255.42,183.2,26.73
27-09-2018 00:00,78.01,313.73,34.07,9.69,2.78,81.5,0.58,254.02,173.46,27.88
28-09-2018 00:00,84.77,366.92,42.49,15.8,3.3,73.87,0.65,226.62,181.14,28.94
29-09-2018 00:00,75.8,279.46,38.36,9.03,2.19,72.67,0.84,266.39,169.48,28.61
30-09-2018 00:00,59.52,156.29,17.85,11.47,1.24,83.67,1.03,286.61,221.01,27.32
1/10/2018 0:00,68.06,278.89,40.57,13.04,2.55,74.13,0.77,253.45,171.83,28.25
2/10/2018 0:00,67.7,232.47,31.59,8.78,1.87,68.52,0.79,262.99,177.51,28.79
3/10/2018 0:00,52.39,266.7,40.18,12.08,2.17,62.94,0.67,250.47,171.11,28.93
4/10/2018 0:00,85.86,367.51,49.73,11.66,2.57,69.71,0.84,170.31,142.71,29.16
5/10/2018 0:00,129.12,397.97,58.23,11.15,3.24,67.02,0.77,192.16,147.14,28.56
6/10/2018 0:00,80.22,286.39,41.73,15.87,2.37,67.37,0.76,280.03,165.71,27.32
7/10/2018 0:00,87.99,313.21,41.57,14.1,2.42,65.98,0.73,260.58,163.26,27.07
8/10/2018 0:00,121.03,430.65,69.88,15.28,2.62,57.88,0.74,136.11,147.97,28.72
9/10/2018 0:00,106.88,406.36,66.98,14.84,2.67,55.37,0.79,107.01,62.07,28.48
10/10/2018 0:00,90.05,315.57,51.64,12.74,2.14,67.78,0.91,115.65,24.61,28.32
11/10/2018 0:00,70.24,261.62,38.78,14.88,1.58,65.32,1.33,137.3,36.75,26.16
12/10/2018 0:00,65.27,257.25,44.69,16.07,2.04,51.33,0.87,134.41,51.7,25.73
13-10-2018 00:00,121.39,325.94,46.85,17.05,2.13,63.66,0.77,268.09,55.9,24.13
14-10-2018 00:00,93.83,316.84,45.36,17.44,2.29,63.28,0.81,222.01,78.49,24.15
15-10-2018 00:00,116.82,400.84,56.9,16.15,2.49,59.56,0.78,189.75,130.29,25.77
16-10-2018 00:00,129.22,486.95,69.84,14.85,3.3,56.48,0.67,161.09,73.17,26.79
17-10-2018 00:00,135.59,434.63,36.65,15.53,1.82,53.07,0.65,179.89,129.66,27.0
18-10-2018 00:00,120.83,461.14,48.72,16.14,3.46,55.17,0.73,145.57,95.84,26.41
19-10-2018 00:00,159.94,436.34,47.12,13.24,2.73,56.28,0.79,178.22,64.39,25.34
20-10-2018 00:00,206.0,519.13,48.73,16.35,2.78,53.58,0.68,171.11,99.78,25.51
21-10-2018 00:00,158.42,429.74,46.34,25.84,1.95,50.21,0.78,215.93,108.21,24.1
22-10-2018 00:00,136.28,374.47,41.88,23.56,1.95,56.61,0.82,273.68,132.07,22.95
23-10-2018 00:00,124.31,388.43,52.85,25.51,2.45,51.34,0.75,212.73,107.17,23.36
24-10-2018 00:00,207.95,496.01,69.25,25.06,3.12,58.37,0.69,158.85,57.4,24.56
25-10-2018 00:00,206.8,509.27,77.84,30.08,2.77,54.31,0.78,80.54,60.96,24.44
28-10-2018 00:00,212.09,439.49,44.43,23.37,3.24,72.65,0.72,257.32,69.29,22.83
29-10-2018 00:00,219.44,535.44,44.98,23.63,3.41,73.77,0.63,264.47,56.36,22.69
30-10-2018 00:00,243.26,556.72,52.76,25.34,3.07,73.05,0.58,217.79,103.76,23.14
31-10-2018 00:00,202.22,428.82,61.38,25.92,2.91,75.57,0.5,184.61,105.57,23.41
1/11/2018 0:00,200.39,492.86,62.97,25.02,3.31,69.06,0.62,137.95,59.0,23.77
2/11/2018 0:00,187.33,444.95,58.65,33.3,2.4,55.34,0.74,114.81,73.86,25.39
3/11/2018 0:00,158.21,354.62,38.06,26.0,1.53,59.26,1.2,90.52,40.93,24.57
4/11/2018 0:00,103.95,213.85,22.71,26.02,1.03,54.98,1.17,202.5,62.31,23.1
6/11/2018 0:00,181.7,348.94,26.43,23.2,1.28,53.99,1.0,280.83,73.28,19.87
7/11/2018 0:00,236.92,338.1,28.73,31.58,1.7,48.09,0.71,271.31,59.67,18.24
10/11/2018 0:00,279.36,546.48,53.21,27.95,3.38,77.22,0.49,178.95,64.57,19.8
12/11/2018 0:00,242.79,567.89,59.75,29.86,3.21,72.72,0.5,134.38,76.1,22.0
13-11-2018 00:00,220.38,445.12,56.33,26.39,2.62,69.06,0.79,113.19,41.97,22.37
14-11-2018 00:00,105.54,217.2,36.68,24.53,1.77,76.11,0.93,139.38,59.28,22.65
15-11-2018 00:00,103.53,203.62,31.23,19.77,1.31,78.93,0.91,205.28,82.29,21.18
16-11-2018 00:00,152.32,274.38,27.65,22.08,1.47,70.31,1.1,279.72,96.88,18.71
17-11-2018 00:00,131.62,297.86,31.74,19.91,1.68,71.89,0.84,267.08,89.05,18.24
18-11-2018 00:00,165.76,370.08,44.63,21.89,2.3,66.33,0.68,174.59,98.36,20.41
19-11-2018 00:00,159.14,328.62,37.57,25.52,1.49,56.32,1.13,121.13,79.59,22.05
20-11-2018 00:00,220.38,421.82,43.41,34.41,2.12,75.21,0.66,212.15,91.6,21.19
21-11-2018 00:00,204.66,408.5,31.58,17.85,1.89,69.1,0.82,257.27,95.36,19.09
22-11-2018 00:00,148.75,477.83,39.59,25.53,2.85,58.85,0.55,243.31,89.91,19.01
23-11-2018 00:00,162.8,325.28,31.94,24.82,1.8,60.96,0.95,282.21,90.04,19.18
24-11-2018 00:00,105.46,253.28,23.7,22.21,1.18,59.35,1.18,273.63,92.13,18.4
25-11-2018 00:00,119.7,311.81,29.74,21.9,1.81,64.99,0.71,263.53,93.36,18.03
26-11-2018 00:00,206.55,488.81,36.68,26.52,2.73,76.82,0.65,273.3,85.6,17.99
28-11-2018 00:00,157.28,444.52,47.36,23.41,3.04,76.73,0.51,156.13,77.45,19.89
29-11-2018 00:00,203.3,415.91,37.01,18.52,2.27,84.22,0.74,261.37,76.39,18.43
30-11-2018 00:00,184.15,365.27,32.63,20.01,2.2,78.52,0.79,261.32,60.78,17.63
1/12/2018 0:00,152.58,380.39,34.55,21.12,2.52,73.89,0.78,258.99,83.88,17.04
3/12/2018 0:00,122.71,423.6,46.16,21.8,3.43,73.5,0.61,266.03,87.12,16.77
4/12/2018 0:00,202.52,446.44,51.04,21.5,3.24,76.45,0.54,255.56,76.18,16.46
5/12/2018 0:00,199.73,448.42,43.47,21.56,3.12,79.29,0.64,247.96,84.89,16.23
7/12/2018 0:00,219.31,422.07,38.45,21.16,2.62,80.87,0.76,263.41,79.98,15.5
8/12/2018 0:00,229.64,450.97,41.12,21.72,3.14,80.27,0.62,223.1,80.54,15.41
11/12/2018 0:00,279.07,533.48,59.24,18.97,2.99,81.13,0.61,107.44,61.56,16.43
12/12/2018 0:00,165.8,321.48,42.61,20.4,2.33,80.3,0.96,146.12,66.82,17.16
13-12-2018 00:00,75.3,207.45,30.7,18.85,1.52,84.83,0.9,243.13,75.43,15.48
14-12-2018 00:00,123.05,235.03,30.51,17.66,1.63,84.26,0.83,276.37,80.32,13.68
15-12-2018 00:00,148.78,258.75,31.21,18.71,1.28,75.81,0.95,283.12,79.54,13.89
16-12-2018 00:00,172.64,327.33,34.46,20.36,1.75,75.12,0.81,275.06,79.73,13.36
17-12-2018 00:00,221.22,468.48,40.7,22.16,2.78,77.71,0.79,253.06,71.99,12.45
18-12-2018 00:00,217.78,403.27,41.52,23.95,1.83,74.74,0.83,269.56,78.83,12.29
19-12-2018 00:00,130.21,452.01,44.38,24.41,2.75,77.17,0.79,256.31,80.1,12.56
21-12-2018 00:00,92.35,520.72,44.85,20.42,3.2,80.15,0.75,262.08,79.38,11.68
22-12-2018 00:00,206.35,520.93,57.15,21.49,3.02,76.21,0.54,205.48,75.77,12.02
25-12-2018 00:00,275.7,444.99,39.74,16.6,2.18,88.45,0.92,258.43,63.9,10.54
26-12-2018 00:00,243.1,405.81,43.12,19.91,2.57,78.41,0.67,244.99,70.63,11.01
27-12-2018 00:00,261.34,499.41,63.31,21.59,2.87,70.84,0.73,206.01,64.3,12.32
28-12-2018 00:00,283.48,472.0,57.71,21.36,2.34,80.66,0.96,271.6,64.95,10.4
29-12-2018 00:00,261.8,469.7,56.79,20.84,2.4,76.38,0.84,244.19,73.02,10.46
1/1/2019 0:00,144.83,429.16,65.89,19.42,2.62,74.95,0.68,233.61,71.28,12.91
2/1/2019 0:00,221.94,479.51,76.34,20.64,2.47,78.59,0.7,150.57,67.3,14.94
4/1/2019 0:00,265.6,507.59,53.25,17.34,2.62,89.54,0.75,216.74,63.83,11.51
5/1/2019 0:00,273.43,511.93,67.73,17.92,2.92,71.94,0.94,103.98,80.15,14.44
6/1/2019 0:00,169.4,269.67,52.7,17.13,1.46,80.82,1.07,181.51,70.81,14.52
7/1/2019 0:00,167.48,356.65,45.67,19.58,2.03,89.13,0.73,270.89,77.7,12.16
8/1/2019 0:00,169.39,317.79,40.81,18.39,1.43,84.79,0.91,270.69,83.14,12.33
9/1/2019 0:00,165.56,316.18,42.85,20.07,1.33,74.81,1.01,286.39,88.28,12.55
10/1/2019 0:00,184.57,439.43,50.37,23.48,2.79,78.78,0.74,251.17,90.61,12.17
13-01-2019 00:00,262.57,457.54,64.05,20.6,2.25,76.78,0.81,225.19,73.97,15.96
14-01-2019 00:00,109.44,232.66,32.19,22.82,0.95,62.57,1.29,291.31,97.62,12.67
15-01-2019 00:00,154.1,320.06,41.28,22.35,1.75,73.54,1.0,268.44,81.64,10.5
16-01-2019 00:00,271.24,538.81,77.24,25.76,2.95,73.98,0.57,146.27,80.83,12.37
18-01-2019 00:00,201.69,480.33,81.28,14.41,3.42,55.99,1.95,220.97,84.67,13.28
19-01-2019 00:00,275.73,366.89,58.82,21.48,2.33,77.61,0.61,230.53,91.78,14.32
21-01-2019 00:00,81.12,275.28,48.66,18.62,1.41,81.51,1.36,108.72,48.28,17.16
22-01-2019 00:00,58.47,84.48,35.56,17.56,1.09,96.39,1.25,116.38,56.39,15.23
23-01-2019 00:00,138.32,266.56,35.83,19.76,2.11,94.8,0.72,228.85,79.41,12.62
24-01-2019 00:00,135.61,286.07,41.35,18.66,1.63,87.81,0.83,171.7,73.31,14.72
25-01-2019 00:00,100.98,169.68,31.6,19.53,0.95,80.8,1.06,275.91,81.81,13.85
26-01-2019 00:00,110.57,245.79,27.43,23.08,0.82,68.9,0.84,309.16,99.78,12.44
27-01-2019 00:00,80.31,281.4,30.65,21.91,0.92,74.46,1.05,282.95,77.95,10.29
28-01-2019 00:00,65.43,295.81,34.09,20.29,1.04,69.3,1.06,285.88,103.02,11.1
29-01-2019 00:00,119.47,341.52,37.23,28.46,1.38,68.01,0.94,291.63,102.95,11.53
30-01-2019 00:00,181.99,394.34,43.98,30.87,2.2,68.94,0.77,229.12,96.4,12.52
31-01-2019 00:00,87.44,365.79,46.59,24.03,1.82,63.85,1.05,127.81,72.54,15.08
1/2/2019 0:00,108.68,305.59,33.06,21.79,1.27,77.12,0.93,205.01,85.15,15.2
2/2/2019 0:00,64.82,314.26,20.19,16.27,1.16,94.28,1.11,286.93,63.08,11.5
3/2/2019 0:00,37.9,241.46,18.81,17.06,1.11,93.21,0.94,285.84,67.39,12.41
4/2/2019 0:00,105.15,303.32,28.79,17.5,2.45,84.32,0.71,246.02,97.23,12.91
5/2/2019 0:00,217.09,460.98,49.37,22.17,3.13,73.31,0.68,128.78,91.64,16.89
6/2/2019 0:00,141.34,247.7,33.32,19.43,1.31,82.9,1.17,139.7,85.89,18.94
7/2/2019 0:00,58.54,117.35,15.39,18.31,0.8,97.69,1.8,161.25,30.27,15.97
8/2/2019 0:00,54.8,148.44,21.88,15.27,1.07,74.64,0.9,247.02,116.79,13.66
9/2/2019 0:00,103.86,242.89,22.57,8.95,1.13,77.19,0.95,281.72,121.81,12.93
10/2/2019 0:00,176.46,393.58,26.4,11.26,1.72,77.68,0.78,255.45,110.53,13.24
11/2/2019 0:00,183.01,463.9,35.31,10.35,2.66,77.31,0.57,248.33,96.91,14.25
12/2/2019 0:00,170.31,531.48,41.71,8.99,2.72,79.32,0.61,191.14,88.75,16.35
13-02-2019 00:00,195.42,434.32,45.83,13.91,2.11,71.71,0.66,164.76,103.03,18.45
14-02-2019 00:00,81.85,243.01,31.56,10.39,1.24,89.29,1.25,128.25,49.06,17.59
15-02-2019 00:00,94.4,226.17,33.57,17.91,1.25,85.56,0.82,235.06,88.31,16.37
16-02-2019 00:00,113.92,222.6,27.28,19.88,1.15,92.62,1.08,292.48,65.91,14.86
17-02-2019 00:00,80.32,244.66,38.98,21.74,1.28,81.89,0.92,270.77,114.65,14.97
18-02-2019 00:00,47.61,279.78,53.56,25.01,1.21,66.32,1.21,149.62,115.53,18.74
19-02-2019 00:00,105.18,302.44,63.14,23.29,2.22,81.34,0.67,180.02,107.14,18.23
20-02-2019 00:00,94.41,209.03,62.28,22.43,1.66,86.09,0.97,83.73,40.62,18.4
21-02-2019 00:00,48.02,273.47,52.34,25.18,1.8,69.2,0.89,117.76,122.71,21.28
22-02-2019 00:00,60.32,151.6,26.18,20.07,0.91,76.09,1.28,313.17,101.21,18.6
23-02-2019 00:00,36.79,158.5,31.66,24.79,0.86,63.42,1.24,303.91,150.26,16.09
24-02-2019 00:00,47.41,278.96,46.14,34.43,1.37,68.68,0.9,244.81,142.27,16.56
25-02-2019 00:00,42.25,220.26,57.77,22.14,1.31,66.36,1.0,116.0,131.13,17.61
26-02-2019 00:00,58.19,163.65,52.6,27.07,0.98,61.13,1.12,113.07,85.0,16.36
27-02-2019 00:00,51.12,139.83,45.78,23.66,0.96,84.53,0.97,88.71,64.24,13.5
28-02-2019 00:00,104.88,267.48,39.84,34.15,1.22,68.52,1.03,243.91,153.75,14.94
1/3/2019 0:00,105.96,247.23,44.38,27.93,1.35,62.94,0.93,272.43,161.44,16.17
2/3/2019 0:00,112.16,200.42,61.46,27.9,1.46,84.38,0.95,149.14,40.28,15.41
3/3/2019 0:00,58.08,155.73,43.42,22.23,1.35,85.31,0.99,131.08,125.09,17.2
4/3/2019 0:00,100.39,213.19,35.77,22.77,1.74,84.43,1.05,266.55,123.01,17.94
5/3/2019 0:00,69.6,210.69,34.2,25.11,1.06,74.25,1.05,307.97,142.5,17.13
6/3/2019 0:00,83.67,256.46,39.41,25.0,1.67,66.04,1.03,259.73,171.54,17.64
7/3/2019 0:00,105.41,278.85,50.12,28.66,1.58,62.12,0.92,234.6,168.31,18.95
8/3/2019 0:00,84.57,278.0,54.57,26.9,1.56,59.93,1.02,153.07,138.93,20.22
9/3/2019 0:00,74.78,219.24,34.11,33.23,0.97,55.77,1.19,303.93,154.76,20.12
10/3/2019 0:00,78.07,261.17,43.46,29.39,1.43,49.89,0.91,235.28,162.83,20.16
11/3/2019 0:00,68.96,276.58,53.97,29.52,1.5,51.17,1.44,149.7,127.68,22.01
12/3/2019 0:00,60.28,187.1,36.53,25.88,1.07,53.97,1.2,182.02,123.43,21.34
13-03-2019 00:00,91.48,369.21,65.08,33.58,2.17,55.26,0.76,147.05,67.87,19.86
14-03-2019 00:00,104.35,301.24,47.91,25.0,1.79,75.1,1.27,220.29,91.27,17.72
15-03-2019 00:00,84.31,200.65,30.08,23.2,1.1,69.18,1.12,297.6,170.41,18.22
16-03-2019 00:00,79.88,208.19,38.67,28.31,1.11,55.45,0.99,293.66,164.97,19.84
17-03-2019 00:00,109.06,248.49,41.48,36.11,1.18,56.94,0.9,247.47,153.76,20.76
19-03-2019 00:00,106.92,306.05,50.76,35.04,1.33,53.86,0.92,224.11,182.06,23.09
20-03-2019 00:00,79.55,276.23,55.46,31.73,1.47,42.72,1.09,192.07,122.96,26.08
21-03-2019 00:00,123.43,256.66,32.79,34.29,1.4,51.03,1.06,208.56,133.73,25.05
22-03-2019 00:00,38.53,148.52,25.0,25.13,0.68,40.36,1.31,315.8,160.42,23.38
23-03-2019 00:00,71.36,175.33,26.84,32.67,0.78,44.39,1.32,311.32,128.65,23.23
24-03-2019 00:00,60.49,155.83,22.22,28.08,0.8,49.56,1.39,301.15,155.33,23.71
25-03-2019 00:00,83.02,206.57,28.07,34.22,0.92,63.58,1.28,293.58,138.72,22.88
26-03-2019 00:00,92.74,227.97,36.61,30.48,1.11,57.51,1.06,300.25,168.07,23.24
27-03-2019 00:00,74.14,242.27,49.08,29.34,1.73,47.54,0.98,276.35,161.64,24.31
28-03-2019 00:00,97.67,354.73,64.8,28.62,2.34,48.46,0.72,237.97,176.75,26.43
29-03-2019 00:00,101.54,338.07,71.26,25.63,2.74,54.93,0.74,195.68,151.98,28.52
30-03-2019 00:00,97.01,347.42,67.53,26.6,1.81,50.8,0.9,187.38,143.44,30.37
31-03-2019 00:00,67.71,218.83,32.33,27.89,0.81,43.41,1.16,317.48,258.99,27.87
1/4/2019 0:00,71.96,271.28,34.46,33.68,0.9,36.87,1.41,302.55,218.26,26.71
13-04-2019 00:00,52.36,229.65,30.06,36.92,0.98,31.17,1.59,159.42,188.67,31.96
14-04-2019 00:00,52.66,205.08,32.26,29.48,0.91,31.52,1.21,244.91,191.41,31.97
16-04-2019 00:00,44.99,197.29,20.13,29.08,0.73,54.91,2.28,171.1,94.45,25.75
17-04-2019 00:00,15.33,65.5,17.42,29.01,0.65,66.94,1.69,165.04,131.75,22.74
27-04-2019 00:00,66.16,331.6,30.29,32.3,0.92,20.73,1.44,305.94,212.45,34.53
10/5/2019 0:00,68.33,347.98,25.58,33.65,0.96,19.53,1.21,273.43,207.37,34.66
